engine_temp,oil_pressure,rpm,vibration,battery_voltage,mileage,failure
97.87387895447836,37.43407698083527,2918.648149215454,0.4415731655310449,13.0,33583,0
93.7440579370888,37.261201527886094,2550.600094878081,0.36841129239038023,12.518520402938089,117253,0
105.06934753662851,37.484621692740575,4540.722217402525,0.9016397283382609,12.23307823126641,65458,1
104.10128269727939,29.87035565442696,4473.436568697628,0.6273128618603634,12.605996938241365,91739,1
108.52278184508938,35.13226900147766,1867.0183553658835,0.4150337304948723,13.250976482594298,74874,1
85.0,40.47974433968259,3838.5579350934354,0.6101407360005405,12.92204225861989,152875,0
107.86274621872747,25.46267992418862,3975.742710019339,1.047090880955058,12.12257408775337,153519,1
93.14272136411606,37.14747872561816,2925.2721534175057,0.43233686990783865,12.19591824729366,38918,0
101.89563995771405,41.08692516139223,2699.807153564447,0.42432882403786015,12.47898606688161,20311,0
110.25296929957032,28.517383472373105,3945.445876261633,0.8798198011753993,12.5245594985567,84657,1
99.0812966327027,40.191522676129146,3733.925222498655,0.46985898769597684,12.847041184674042,62678,1
97.66441591206845,31.51925418909889,3396.5357505459497,1.0492368957607632,12.509816669832654,103172,1
97.0945181713904,39.09275465376242,3444.753161316674,0.4400969924905045,12.797427186698622,168561,0
109.45879959254901,29.47482506523997,4270.140319977786,1.0124705036347104,11.5,135620,1
106.07345576019992,33.61847791730832,3947.189954557512,0.4884072000663395,12.445736078717577,169143,1
64.0895770785509,39.17184294841184,3715.92844482146,0.6728139964277894,12.741266854910592,123616,0
98.30885765143714,38.741075952730704,2862.6781253168515,0.5522314884949011,12.0,142081,0
84.23108130476851,40.27467055499925,3612.994380032408,0.2953493553248831,12.823064838012083,96102,0
100.40688901893851,35.636481896675384,4006.758105087813,0.8655706104751825,12.16953383676697,169157,1
97.55391225825755,41.639397620796785,2269.7512645627894,0.3592579201337133,12.615865471015196,39599,0
94.03228573000395,43.0448978807639,3209.3799800637485,0.7132139460346063,12.703564896386316,148768,0
94.5353430151398,47.47469113726618,3362.868418807375,0.5198627629902699,12.63695554342359,42320,0
86.56659788492814,41.832635703665,3832.3209109831378,0.3674658846209483,12.0,104199,0
91.23819765327339,43.1987966744004,3483.589061219475,0.4266610218162269,12.50220520247591,8738,0
93.466114875163,36.351364417543586,5453.403584430709,0.9863478301407153,11.947998842396641,69734,1
68.46609886396286,38.15396399776277,2318.220285602141,0.6482147561364572,12.616097252321165,43130,0
100.85490031606825,36.95775822414958,2223.4823610800895,0.5768912744536964,12.234219522360467,188894,0
97.81264553645015,36.18208035852588,2722.445386035825,0.5994049209867908,12.27255085415002,121843,0
81.02745628514168,39.64200374070967,2077.046174928113,0.2283650157044812,13.071699053574775,114672,1
93.55258365286203,42.66292991428597,2863.5777268299344,0.649703046574068,12.882219075054845,87181,0
92.0881649877928,42.74745839360491,3367.5660565270455,0.4958440446859213,12.61291656856676,180882,0
99.1073167445138,40.750250881563616,5550.324391823949,0.9776234718983491,11.838486609992355,88575,1
118.75049562462776,36.59333698644264,4811.510912316988,0.8267701351185595,12.11922532269403,189138,1
98.30531785904415,29.964343736855326,4577.040477628482,0.9048902204194086,12.657398705289411,131567,1
98.78487010732867,35.01117054887065,2573.033545769972,0.4576250285473125,13.0,171066,1
99.81383098544549,32.575414420706686,5433.036446055299,0.4477391556791121,12.798764771297272,189333,1
89.43054376278933,40.61773847977791,3089.4393265627104,0.6719667122934916,12.099704828825947,7551,0
75.75251813786544,33.45589800440444,3626.871731838886,0.4449757143489906,12.024654653292371,150063,1
67.88864690992115,34.440164871129184,2822.7707219330096,0.7312013338902255,12.702912043336909,34062,1
99.69093723066386,45.0,2128.5262347566672,0.5574955461883114,12.76949076490671,77355,0
97.42238054201965,35.547103963835916,3157.222295437426,0.3653354463265847,12.643604354195281,101827,0
101.8918240965723,37.115769296650356,3621.7345641729817,0.3522377216114796,12.382610033030486,165432,0
91.08898335318705,36.09626694389535,2286.5867116093286,0.3055303621240344,12.791403285362444,7404,0
69.74857413342393,40.07136533918217,4148.069919377788,0.3737194888866884,12.957038582112016,182495,1
117.84221077808762,36.71047556246115,4082.7025116471323,0.8271916698415336,11.759049170100328,82860,1
102.97735816476899,25.25408315690884,3968.0921728716517,0.8368511265282461,12.264913397416638,76631,1
119.76606722868375,28.78483681062982,3637.4107546003333,0.8062980687801627,12.569328910212317,156371,1
98.49602097021024,35.95867139179537,2833.2254315676737,0.587247140960211,13.595208500594213,14962,0
87.30125064706628,36.96649852617352,2777.964594947559,0.3991403968374754,12.281868483909983,145320,0
117.19370515479952,39.281182053286564,4901.139025205295,0.8461780165440055,12.695510371408604,136210,1
96.62897186495388,42.43405562356962,3001.115811081201,0.4490791123578596,12.792949310831867,98550,0
85.0,40.244175941870836,3735.7925412849468,0.4396539482391057,12.565761256290077,114432,0
100.58424486849589,45.621766799352514,3081.987713726566,0.7705601069793451,11.610280537288284,53452,0
62.967677070007625,37.070361633411224,2963.7965584285307,0.504377764232967,12.25768571769996,175989,0
96.47688538100692,36.03790039500019,3014.413497635557,0.311587963285151,12.413812521273169,168990,0
93.07791615083408,41.661756863332776,2000.0,0.6644687957525602,12.691455212218465,20929,0
96.11676288840869,38.48136985611668,3155.8738722161106,0.670880400224144,12.255421912407892,23055,0
101.49509364119345,38.26827165230789,5431.524800857356,0.8873070620866124,12.88139722817029,187300,0
81.84189715034562,39.620244881787386,2871.4951043796045,0.5264994286991291,13.131927969548194,74225,1
88.32881919683146,29.579435302507058,1649.1958495452,0.355957595798642,12.76517145083529,184027,1
110.92868970232702,33.00687774022679,5255.413209122233,0.9431777917889687,12.16535777198676,173816,1
96.22078181520334,44.77854771784931,3196.456755274108,0.3,12.35594912473783,42368,0
81.73119645960139,52.55778275792212,3510.941711904241,0.2691673230440917,12.38673626380858,41604,0
71.33463382926939,31.261817450858693,3207.015844195137,0.4070465552176544,12.37517223089054,152377,1
113.2078164121512,29.34590385356308,4947.560674986218,0.6678796503705676,12.185710541649891,83923,1
92.6105527217989,34.64071383479922,2528.0841948296875,0.5174947507361478,13.08128683409392,191958,1
96.26610480321571,44.239307194527164,3491.9261718030734,0.5052498779811389,13.0,8048,0
118.46050380239875,31.22223464265761,4394.009193782009,0.49583481152525205,12.538707031991628,75877,1
110.59213008086803,34.33196031911247,3232.9862492667176,0.8935926976814899,12.316837093649914,60657,1
76.20381835211069,48.20307281744144,4298.605352422443,0.3991742652696672,12.248138831585273,98884,0
103.67191098966794,36.45435742368039,4838.120796547298,0.7182681673739402,12.37894383406357,119662,1
97.07893085538795,36.41712046368822,3870.4707432984956,0.4101762165813625,12.54866696506965,68305,0
101.5252557471867,34.69366342170071,4914.274037449441,0.8034393458153849,12.845996947340081,123790,1
97.02561597245122,42.75205349605651,3170.6079212460168,0.4980203526240597,12.629042892294612,43408,0
105.13449743242133,36.02221466029559,3403.6654515819123,0.8565811200130289,13.423933497851053,166170,1
113.79430781115248,32.08703620912571,3776.3616816100853,0.8192128832314948,12.522164610339713,98175,1
110.15181242114257,29.544301184698288,5015.728899894873,0.8556972375730741,12.705619116378015,166813,1
94.1930192935896,38.64748283554275,3045.5624336266883,0.40834062210978606,12.3351949726396,32970,0
97.84299752547072,37.174826652399105,2977.819272244219,0.3,12.449201342865486,171754,0
94.94419807316824,35.12657061169394,2509.6059957932202,0.6389503629314811,12.629636073195131,105251,0
93.4427199344965,43.209542149633904,2000.0,0.53416678725714,12.43614203517309,47401,0
119.65632089945878,26.71949887341742,3347.798920340716,0.9568991685438524,11.599349332148304,165877,1
100.18943729388661,33.002507327345675,4704.392721333952,0.7275993692087032,12.372788436751543,95946,1
84.83955271782627,53.46516831990248,2954.083707940771,0.3186194250555878,11.923146838184818,30844,0
87.12898260589904,38.41779931278802,3089.2645848602388,0.46240583954545145,12.725964033924846,156908,0
107.0,40.79881167695739,3544.76829153832,0.41123091087875707,12.550907947391385,161383,0
91.08746666844164,40.3733547776497,2767.462026899497,0.5129501619657137,12.108635330124768,18186,0
75.6413784882056,37.56385717943224,2581.0149577828624,0.6483644588780253,13.02890050377096,172817,0
112.48549602338045,40.58200967757,4807.267271229848,0.7022472614262755,12.530034124175854,102404,1
99.03544220721639,37.10720845321682,3140.615246109302,0.49702575146947015,12.313521786448796,179424,0
101.42090142989856,39.28726435739497,2749.8694917066623,0.3876199025129729,12.336713512053354,168892,0
90.5305841311613,40.24453323273327,2910.1901392971836,0.45073577405222726,12.130706450958423,83394,0
95.49463851760702,41.85614728398155,3624.8552100921593,0.3,12.38935902044334,112308,1
116.32382064837392,37.74170261920189,3235.977164567057,0.0230188982098835,13.13462783594931,3824,1
88.03650150915021,40.7179396825258,2429.132264074259,0.67305795122705,12.211232867990391,75172,0
78.0379337591933,39.48389123533752,3254.8168038390995,0.9775935411049465,12.99784687718518,33282,1
110.54732194543982,29.31937474360713,4043.1005870175572,1.057781010408622,12.218306605574057,140067,1
99.15751173818967,42.39483013803921,2142.145840680935,0.31698034910438605,12.560310051114971,102255,0
106.98064806069091,32.06520474589529,4600.495932881852,0.910169519798763,12.575773192705944,119385,1
98.21999774344526,30.141712562587536,4346.4780245003585,0.9596350721575866,11.948834766555896,104199,1
117.27903515397551,33.6943792657789,2977.485544186558,0.7134854499042633,12.626564959062847,99271,1
90.55724912288694,37.78477989435759,3876.855925981919,0.3817963088533136,12.823452261628285,144075,0
101.8133938410836,38.47852569190075,2481.9282140124014,0.3,12.475563203666637,127558,0
85.0,38.71906439830827,2722.3597515473352,0.46070378359350855,12.063631578426582,84482,0
65.76120673371044,35.76842011267132,3092.6596697815567,0.7004472333405851,12.474382082233904,158940,0
95.68983079185276,40.923552373905416,3143.9314956371336,0.3133787845625781,12.080819059999596,69283,0
92.65010859546925,40.607729319151744,4396.104433954981,0.41810059612236095,12.617613351160552,145227,1
97.88605539042028,41.00120346626582,3275.982129665914,0.45534625986853816,12.565242044904267,18733,0
89.20358608754285,35.05021103723993,733.5757678858081,0.4114821414451687,12.632240842475689,13580,0
100.18308496249804,29.406762270973186,5676.2976293409865,0.7711320677358621,11.83027526540187,75191,1
101.79297184063826,41.95347960464072,2719.3204559388205,0.5982891021788804,12.225037583767827,97294,1
92.07253155112578,40.00571984035876,2977.8633400776757,0.4383226619158091,13.0,183305,0
102.82534907345645,37.81484214158039,3180.732415291478,0.8711845187757042,11.931983801509695,125891,1
98.26160092756659,41.63743896055423,3342.645042355484,0.476422717704616,12.496317039949346,83731,0
115.77822464855205,39.072105166281865,5101.27182619377,0.6681523203909073,12.570877599413276,142151,1
103.04270267613887,41.915607437601274,2992.2184555648532,0.6882811693217807,12.792600720466627,153694,0
90.66957467997648,45.0,2256.0691482546886,0.42367052148335155,12.184535732497952,170330,0
78.80382566710989,34.743450441803276,2911.995601039159,0.0901051028660637,12.424024438264007,36680,1
